"act"|"The first act of the play was amazing."|"Actors on a lit theater stage with a curtain and audience watching the first scene, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"action"|"We need to take action now."|"A group of people rolling up their sleeves and moving forward together with urgency, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"active"|"She stays active by going to the gym daily."|"A woman lifting weights and smiling inside a bright gym with exercise equipment, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"actively"|"He is actively looking for a new job."|"A man eagerly scanning a job board with a magnifying glass and resume in hand, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"activist"|"She became an activist after college."|"A young woman holding a protest sign and marching outdoors with a crowd behind her, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"activity"|"Hiking is my favorite outdoor activity."|"A happy person walking up a green mountain trail with a backpack and hiking stick, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"actor"|"He wants to become an actor."|"A young man standing on a theater stage under a spotlight practicing his lines, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"actress"|"The actress won an Oscar last night."|"A glamorous woman in a gown holding a golden Oscar trophy on an awards stage, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"actual"|"What was the actual cost of the trip?"|"A person looking at a travel receipt with a surprised expression and a calculator nearby, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"actually"|"I actually liked the movie."|"A person leaving a cinema with a surprised happy smile and a thumbs up gesture, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"ad"|"I saw an ad for that phone on TV."|"A child pointing excitedly at a television screen showing a phone advertisement, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"added"|"The added sugar makes it too sweet."|"A person pouring a large spoonful of sugar into a bowl and making a face, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"addition"|"In addition to the rent, you pay utilities."|"A person at a desk reviewing a rent bill next to separate electricity and water bills, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"addition"|"The new room is a great addition to the house."|"A family admiring a freshly built bright new room attached to their cozy house, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"additional"|"We need additional time to finish this."|"A student at a desk raising a hand next to an unfinished project and a clock, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"address"|"Can you give me your address?"|"A person writing a home address on a notepad while talking to a neighbor outside, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"adequate"|"The food portions were adequate, but not generous."|"A plate with a modest but complete meal sitting on a restaurant table, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"adjustment"|"Moving to a new city requires a big adjustment."|"A person surrounded by moving boxes looking at an unfamiliar city street through a window, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"administration"|"The administration announced new rules for students."|"A school principal standing at a podium announcing rules to a seated group of students, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"administrative"|"She handles all the administrative work at the office."|"A woman at a desk organizing files and papers in a tidy office setting, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"administrator"|"The hospital administrator approved the new schedule."|"A person in a suit at a hospital desk signing an approval document with a pen, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"admission"|"Admission to the museum is free on Sundays."|"A family walking through a museum entrance under a free admission sign on a sunny day, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"adolescent"|"That movie is perfect for an adolescent audience."|"A group of teenagers sitting in a cinema watching a movie together with popcorn, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"adoption"|"The adoption process took almost two years."|"A happy family signing papers at a desk with a smiling child sitting beside them, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"adult"|"This content is for adults only."|"A bouncer at a door pointing to an adults-only sign while a child waits outside, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"advance"|"We bought the tickets in advance to get a better price."|"A person buying tickets online at home well before a concert date shown on a calendar, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"advanced"|"She signed up for an advanced cooking class."|"A woman at a cooking school standing before a complex gourmet dish with a certificate on the wall, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"advantage"|"Living close to work is a big advantage."|"A happy person walking a short path from a small house directly to an office building, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"adventure"|"Backpacking through South America was the adventure of his life."|"A young man with a large backpack hiking through a lush South American jungle landscape, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"advertising"|"The company spent a lot on advertising this year."|"A large colorful billboard on a city street displaying a company logo with people looking at it, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"advice"|"She gave me great advice about the job interview."|"A woman smiling and talking to a friend who holds a briefcase and listens attentively, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"adviser"|"His financial adviser told him to save more."|"A man in a suit sitting across a desk showing charts and graphs to a client, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"advocate"|"She is a strong advocate for children's education."|"A woman standing at a podium holding a sign supporting children's education surrounded by kids, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"aesthetic"|"The café has a very clean, modern aesthetic."|"A bright minimalist café with white walls, simple furniture, and potted plants by large windows, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"affair"|"The affair between the two politicians became public."|"Two politicians on a newspaper front page with a crowd of people reading in surprise, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"afraid"|"He was afraid to speak in front of the class."|"A nervous boy standing at the front of a classroom gripping his notes with wide scared eyes, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"African"|"She studied African history in college."|"A young woman at a university desk reading a thick book with a map of Africa on the wall, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"African-American"|"The museum celebrates African-American art and culture."|"A colorful museum gallery displaying vibrant African-American paintings and sculptures with visitors admiring them, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"after"|"She called me after the meeting."|"A woman leaving a conference room and immediately picking up her phone to make a call, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"after"|"He felt much better after he ate something."|"A smiling boy sitting at a table with an empty plate looking relieved and happy, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"afternoon"|"Let's meet in the afternoon, around three."|"Two friends waving at each other outside a café under a bright sun with a clock showing three, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"afterward"|"We had dinner and went for a walk afterward."|"A couple finishing dinner at a table then strolling together on a peaceful evening street, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"again"|"Could you say that again? I didn't hear you."|"A person cupping their ear leaning toward someone who is repeating something with an open mouth, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"against"|"Are you for or against the new policy?"|"Two people on opposite sides of a document one nodding yes and one shaking their head no, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"age"|"She started learning piano at a young age."|"A small young girl sitting at a big piano carefully pressing the keys with tiny hands, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"agency"|"They hired a marketing agency to rebrand the company."|"A team of creative people in a bright office presenting logo designs and posters to business clients, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"agenda"|"The first item on the agenda is the budget."|"People sitting around a meeting table looking at a printed agenda with budget written at the top, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"agent"|"My agent is negotiating the contract right now."|"A confident person in a suit on the phone holding a contract document at a desk, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"aggression"|"The coach warned the players about unnecessary aggression."|"A coach holding up a hand to stop two players who are pushing each other on a sports field, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"aggressive"|"The salesperson was too aggressive for my taste."|"A pushy salesperson leaning over a counter toward a uncomfortable customer backing away slightly, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"ago"|"I saw that movie a long time ago."|"A person sitting in an old-fashioned cinema watching a film with a thought bubble showing many years passing, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"agreement"|"They finally reached an agreement after hours of negotiation."|"Two tired but smiling people shaking hands across a table covered in papers and coffee cups, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"agricultural"|"This region is known for its agricultural production."|"A wide countryside landscape with green crop fields a barn and a tractor under a sunny sky, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"agriculture"|"Agriculture is the backbone of the local economy."|"A farmer tending rows of crops on a large field with a small town visible in the background, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"ah"|"Ah, now I understand what you meant."|"A person with a sudden bright light bulb above their head and a big smile of realization, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"ahead"|"Keep going straight ahead and you'll see the park."|"A person pointing straight down a road toward a green park visible in the distance, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"ahead"|"There are tough days ahead of us."|"A small group of people standing on a road looking at a dark stormy path stretching ahead, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"aid"|"The organization provides aid to disaster victims."|"A volunteer handing a box of supplies to a family standing near a damaged house, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"aide"|"The senator's aide organized all the meetings."|"A young person in a suit arranging papers and a calendar on a desk beside a senator, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"AIDS"|"AIDS research has advanced significantly in recent decades."|"A scientist in a lab coat examining samples under a microscope with a red ribbon symbol nearby, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"aim"|"Her aim is to become a doctor before she turns thirty."|"A young woman in a white coat holding a stethoscope smiling beside a calendar showing age thirty, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"air"|"The air in the mountains feels so fresh."|"A happy person standing on a mountain top with arms open wide breathing in fresh air, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"aircraft"|"The aircraft landed safely despite the bad weather."|"A large aircraft touching down on a runway under dark stormy clouds and rain, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"airline"|"Which airline did you fly with to New York?"|"A passenger at an airport check-in counter looking up at a departure board showing New York, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"airplane"|"The airplane took off two hours late."|"An airplane lifting off a runway with a large clock nearby showing a two-hour delay, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"airport"|"We need to leave early to get to the airport on time."|"A family rushing with suitcases toward a big airport building in early morning light, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"aisle"|"The aisle seat is more comfortable for tall people."|"A tall person sitting comfortably in an airplane aisle seat stretching their long legs out, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"alarm"|"My alarm didn't go off this morning."|"A person sleeping in bed with a silent alarm clock showing morning time on the nightstand, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"album"|"Have you heard her new album yet?"|"A girl holding up a shiny new music album with headphones around her neck smiling, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"alcohol"|"He doesn't drink alcohol."|"A man at a bar smiling and pushing away a glass of beer choosing a juice instead, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"alien"|"The kids dressed up as aliens for Halloween."|"Two children in green alien costumes with antennae trick-or-treating on Halloween night, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"alike"|"The twins dress alike every day."|"Two twin girls standing side by side wearing identical colorful outfits and smiling, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"alive"|"She's lucky to be alive after the accident."|"A woman smiling with bandages sitting up in a hospital bed after a car accident outside the window, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"all"|"All the kids are in the classroom."|"A classroom full of smiling children sitting at every desk with a teacher at the board, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"all"|"I'm all wet from the rain."|"A person standing in heavy rain completely soaked from head to toe on a sidewalk, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"allegation"|"He denied the allegation."|"A man at a podium shaking his head and pointing to a sign with a question mark denying a claim, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"alleged"|"The alleged thief was caught on camera."|"A blurry figure near a store shelf being recorded by a security camera overhead, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"allegedly"|"He allegedly stole money from the company."|"A man in a suit walking out of an office building with a bag of money and a question mark above his head, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"alley"|"There's a cat sleeping in the alley behind the restaurant."|"A fluffy cat curled up sleeping in a narrow alley behind a restaurant building, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"alliance"|"The two countries formed a strong alliance."|"Two leaders from different countries shaking hands in front of their national flags smiling, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"ally"|"She was my closest ally during the project."|"Two women working side by side at a table covered with project papers smiling at each other, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"almost"|"Dinner is almost ready."|"A person stirring a pot on the stove with a nearly finished meal and steam rising, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"alone"|"She walked home alone at night."|"A girl walking by herself along a quiet street under streetlights at night, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"alone"|"I don't like being alone on weekends."|"A boy sitting by himself on a couch looking sad in an empty living room on a sunny weekend, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"along"|"Walk along this street until you see the school."|"A child walking along a straight street with houses on both sides heading toward a school building, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"along"|"Come along — we're leaving now."|"An adult waving for a child to follow as the family heads toward the front door with bags, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"alongside"|"She worked alongside some of the best doctors in the country."|"A woman in scrubs standing beside two doctors in a busy hospital hallway, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"already"|"I already ate — I'm not hungry."|"A boy pushing away a plate of food with a full satisfied smile, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"also"|"He speaks Spanish and also knows some French."|"A man with two speech bubbles showing a Spanish flag and a French flag, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"alternative"|"Do you have an alternative to driving?"|"A person standing at a crossroads choosing between a car and a bicycle on a sunny road, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"alternative"|"We need an alternative plan in case this one fails."|"Two people at a table with plan A crossed out and plan B highlighted on paper, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"although"|"Although it was cold, we went for a walk."|"Two bundled-up children in scarves and coats happily walking outside in cold snowy weather, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"altogether"|"The trip cost four hundred dollars altogether."|"A traveler at a checkout counter with a receipt showing a total of four hundred dollars, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"aluminum"|"The can is made of aluminum."|"A shiny silver aluminum soda can sitting on a wooden table, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"always"|"She always drinks coffee in the morning."|"A woman happily holding a steaming coffee mug every morning at a sunny kitchen table, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"AM"|"I have a meeting at 9 AM."|"A person sitting at a conference table with a clock on the wall showing nine in the morning, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"amazing"|"The view from the top was amazing."|"A child at a mountain summit with wide eyes and open arms looking at a breathtaking landscape, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"ambassador"|"The ambassador met with the president yesterday."|"Two important-looking figures in suits shaking hands in a formal government office, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"ambition"|"Her ambition is to become a surgeon."|"A young girl in a doctors coat dreaming of performing surgery with a big star above her head, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"ambitious"|"He's very ambitious — he wants to run the company someday."|"A young man in a suit pointing confidently at a large office building with a determined smile, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"amendment"|"They voted on an amendment to the law."|"Several people in a meeting room raising hands to vote on a document with edits marked in red, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"American"|"My neighbor is American — she's from Texas."|"A smiling woman waving in front of a house with an American flag and a Texas sign, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"American"|"He's an American living in Brazil."|"A man in casual clothes holding an American flag while standing in front of a colorful Brazilian street, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"amid"|"She stayed calm amid all the chaos."|"A relaxed girl sitting cross-legged eyes closed while chaotic activity swirls all around her, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"among"|"The phone was hidden among the books."|"A smartphone tucked and hidden between a tall stack of colorful books on a shelf, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"amount"|"A large amount of sugar isn't good for you."|"A huge overflowing bowl of white sugar with a sad face and a red warning sign, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"analysis"|"The doctor ordered a blood analysis."|"A doctor handing a patient a lab request form with a blood test tube drawn on it, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"analyst"|"She works as a financial analyst."|"A woman at a desk surrounded by charts and graphs studying financial data on a computer screen, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"ancestor"|"My ancestors came from Portugal."|"A family tree with old portraits connected by branches and a map of Portugal in the background, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"ancient"|"They visited an ancient temple in Rome."|"Two tourists looking up at a crumbling old stone Roman temple with worn columns, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"and"|"I had eggs and toast for breakfast."|"A cheerful plate with sunny-side-up eggs and golden toast slices on a breakfast table, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"and/or"|"Please bring a pen and/or pencil to the test."|"A student at a desk holding both a pen and a pencil next to a test paper, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"angel"|"She was an angel — always helping others."|"A kind smiling girl with small wings gently helping an elderly person cross the street, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"anger"|"He walked out of the room in anger."|"A red-faced boy storming out of a room slamming the door behind him, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"angle"|"Take the photo from a lower angle."|"A photographer crouching low on the ground pointing a camera upward to take a photo, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"angry"|"She was angry because he forgot their anniversary."|"A woman with furrowed brows and crossed arms while a man looks sheepish holding a blank calendar, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"animal"|"There's a small animal hiding under the porch."|"A small furry animal peeking out from under a wooden porch, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"ankle"|"I twisted my ankle playing basketball."|"A boy sitting on a basketball court holding his hurt ankle, a ball nearby, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"anniversary"|"They're celebrating their tenth wedding anniversary tonight."|"A couple at a candlelit dinner table with a cake saying ten years, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"announcement"|"The company made an announcement about the new policy."|"A businessman at a podium speaking to seated employees in an office, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"annual"|"The school holds an annual talent show every spring."|"Children performing on a school stage with a spring flowers backdrop and audience, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"annually"|"The report is published annually."|"A person placing a thick printed report on a shelf beside identical yearly reports, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"anonymous"|"The donation was made by an anonymous donor."|"A hooded faceless figure dropping money into a donation box on a sidewalk, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"another"|"Can I have another slice of pizza?"|"A child reaching across a table asking for a second slice of pizza, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"another"|"I didn't like that movie. Let's watch another."|"Two kids on a sofa frowning at a TV screen, one pointing the remote to change the movie, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"answer"|"I didn't know the answer to the question."|"A student at a desk staring blankly at a test paper with a big question mark above, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"anxiety"|"She felt a lot of anxiety before the exam."|"A girl sitting outside an exam room clutching her bag, looking worried and tense, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"anxious"|"He was anxious about starting his new job."|"A man in a new office nervously gripping his briefcase on his first day, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"any"|"Do you have any coffee left?"|"A person holding an empty coffee pot and looking at a friend with a questioning expression, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
"any"|"This bag isn't any heavier than the other one."|"A person holding two bags on each hand with a puzzled balanced expression, A simple children's painting style, naive art, cute, minimalist, colorful crayon drawing, clear definition"
