"mayor"|"The mayor gave a speech at the opening ceremony."|"prefeito(substantivo)"|"O prefeito fez um discurso na cerimônia de abertura."
"me"|"Can you hear me?"|"me/mim(pronome)"|"Você consegue me ouvir?"
"meal"|"We have three meals a day."|"refeição(substantivo)"|"Fazemos três refeições por dia."
"mean"|"I don't understand your mean."|"significado(substantivo)"|"Não entendo o seu significado."
"mean"|"Don't be so mean to your sister."|"cruel/malvado(adjetivo)"|"Não seja tão cruel com sua irmã."
"meaning"|"What's the meaning of this word?"|"significado(substantivo)"|"Qual é o significado desta palavra?"
"meaningful"|"She gave him a meaningful look."|"significativo(adjetivo)"|"Ela lançou um olhar significativo para ele."
"meantime"|"In the meantime, let's grab some coffee."|"intervalo/ínterim(substantivo)"|"Enquanto isso, vamos tomar um café."
"meanwhile"|"She cooked dinner. Meanwhile, he set the table."|"enquanto isso(advérbio)"|"Ela fez o jantar. Enquanto isso, ele pôs a mesa."
"measure"|"We need to take a measure of the room."|"medida(substantivo)"|"Precisamos tirar uma medida do quarto."
"measurement"|"The measurement of the window is 1.2 meters."|"medição(substantivo)"|"A medição da janela é 1,2 metro."
"meat"|"I don't eat red meat."|"carne(substantivo)"|"Eu não como carne vermelha."
"mechanic"|"The mechanic fixed my car in an hour."|"mecânico(substantivo)"|"O mecânico consertou meu carro em uma hora."
"mechanical"|"We had a mechanical problem on the highway."|"mecânico(adjetivo)"|"Tivemos um problema mecânico na rodovia."
"mechanism"|"The locking mechanism is broken."|"mecanismo(substantivo)"|"O mecanismo de travamento está quebrado."
"medal"|"She won a gold medal at the Olympics."|"medalha(substantivo)"|"Ela ganhou uma medalha de ouro nas Olimpíadas."
"media"|"The media covered the story all week."|"mídia(substantivo)"|"A mídia cobriu a história a semana toda."
"medical"|"He needs medical attention right away."|"médico(adjetivo)"|"Ele precisa de atenção médica imediatamente."
"medication"|"Take this medication twice a day."|"medicamento(substantivo)"|"Tome este medicamento duas vezes por dia."
"medicine"|"Is there any medicine for a sore throat?"|"remédio(substantivo)"|"Tem algum remédio para dor de garganta?"
"medium"|"Television is a powerful medium."|"meio/veículo(substantivo)"|"A televisão é um poderoso meio de comunicação."
"medium"|"I'd like a medium coffee, please."|"médio(adjetivo)"|"Quero um café médio, por favor."
"meeting"|"The meeting starts at nine."|"reunião(substantivo)"|"A reunião começa às nove."
"member"|"She's a member of the gym."|"membro(substantivo)"|"Ela é membro da academia."
"membership"|"I canceled my membership last month."|"associação/mensalidade(substantivo)"|"Cancelei minha associação no mês passado."
"memory"|"I have a great memory for names."|"memória(substantivo)"|"Tenho uma ótima memória para nomes."
"mental"|"Exercise is good for your mental health."|"mental(adjetivo)"|"Exercício é bom para sua saúde mental."
"mentally"|"She was mentally exhausted after the exam."|"mentalmente(advérbio)"|"Ela estava mentalmente esgotada depois da prova."
"mention"|"There was no mention of the accident in the news."|"menção(substantivo)"|"Não houve nenhuma menção ao acidente nas notícias."
"mentor"|"My mentor helped me get my first job."|"mentor(substantivo)"|"Meu mentor me ajudou a conseguir meu primeiro emprego."
"menu"|"Can I see the menu, please?"|"cardápio(substantivo)"|"Posso ver o cardápio, por favor?"
"merchant"|"The merchant sold spices at the market."|"comerciante(substantivo)"|"O comerciante vendia especiarias no mercado."
"mere"|"It cost a mere ten dollars."|"mero(adjetivo)"|"Custou meros dez dólares."
"merely"|"I was merely trying to help."|"simplesmente(advérbio)"|"Eu estava simplesmente tentando ajudar."
"merit"|"The idea has a lot of merit."|"mérito(substantivo)"|"A ideia tem muito mérito."
"mess"|"Your room is a total mess."|"bagunça(substantivo)"|"Seu quarto é uma bagunça total."
"message"|"Did you get my message?"|"mensagem(substantivo)"|"Você recebeu minha mensagem?"
"metal"|"The fence is made of metal."|"metal(substantivo)"|"A cerca é feita de metal."
"metaphor"|"Life is a journey is a common metaphor."|"metáfora(substantivo)"|"'A vida é uma jornada' é uma metáfora comum."
"meter"|"The pool is fifty meters long."|"metro(substantivo)"|"A piscina tem cinquenta metros de comprimento."
"method"|"This method saves a lot of time."|"método(substantivo)"|"Este método economiza muito tempo."
"metropolitan"|"São Paulo is a major metropolitan area."|"metropolitano(adjetivo)"|"São Paulo é uma grande área metropolitana."
"Mexican"|"I love Mexican food."|"mexicano(adjetivo)"|"Adoro comida mexicana."
"middle"|"She sat in the middle seat."|"do meio(adjetivo)"|"Ela sentou no assento do meio."
"middle"|"There's a fountain in the middle of the square."|"meio/centro(substantivo)"|"Tem uma fonte no meio da praça."
"middle-class"|"They live in a middle-class neighborhood."|"classe média(adjetivo)"|"Eles moram em um bairro de classe média."
"midnight"|"The party went on past midnight."|"meia-noite(substantivo)"|"A festa foi até depois da meia-noite."
"midst"|"In the midst of the chaos, she stayed calm."|"meio/centro(substantivo)"|"Em meio ao caos, ela ficou tranquila."
"might"|"It might rain this afternoon."|"poder/talvez(verbo modal)"|"Pode ser que chova hoje à tarde."
"migration"|"Bird migration happens every fall."|"migração(substantivo)"|"A migração das aves acontece todo outono."
"mild"|"The weather is mild this time of year."|"ameno/suave(adjetivo)"|"O clima é ameno nessa época do ano."
"military"|"His father had a long military career."|"militar(adjetivo)"|"O pai dele teve uma longa carreira militar."
"military"|"My brother joined the military after high school."|"militares/forças armadas(substantivo)"|"Meu irmão entrou para as forças armadas depois do ensino médio."
"milk"|"I drink a glass of milk every morning."|"leite(substantivo)"|"Eu bebo um copo de leite toda manhã."
"mill"|"There's an old mill by the river."|"moinho(substantivo)"|"Tem um moinho antigo perto do rio."
"million"|"Over a million people live in that city."|"milhão(numeral)"|"Mais de um milhão de pessoas moram nessa cidade."
"mind"|"She has a brilliant mind."|"mente(substantivo)"|"Ela tem uma mente brilhante."
"mine"|"That seat is mine."|"meu/minha(pronome possessivo)"|"Aquele assento é meu."
"mine"|"Gold was discovered in the mine."|"mina(substantivo)"|"Ouro foi descoberto na mina."
"mineral"|"This water is rich in minerals."|"mineral(substantivo)"|"Essa água é rica em minerais."
"minimal"|"The damage was minimal."|"mínimo(adjetivo)"|"O dano foi mínimo."
"minimum"|"What's the minimum age to drive here?"|"mínimo(adjetivo)"|"Qual é a idade mínima para dirigir aqui?"
"minimum"|"Keep expenses to a minimum."|"mínimo(substantivo)"|"Mantenha os gastos no mínimo."
"minister"|"The minister gave a speech on education."|"ministro(substantivo)"|"O ministro fez um discurso sobre educação."
"ministry"|"She works for the Ministry of Health."|"ministério(substantivo)"|"Ela trabalha para o Ministério da Saúde."
"minor"|"That's just a minor problem."|"pequeno/menor(adjetivo)"|"Isso é só um problema pequeno."
"minority"|"The proposal was rejected by a minority."|"minoria(substantivo)"|"A proposta foi rejeitada por uma minoria."
"minute"|"I'll be ready in a minute."|"minuto(substantivo)"|"Estarei pronto em um minuto."
"miracle"|"It's a miracle no one got hurt."|"milagre(substantivo)"|"É um milagre que ninguém se machucou."
"mirror"|"She looked at herself in the mirror."|"espelho(substantivo)"|"Ela se olhou no espelho."
"missile"|"The military launched a missile."|"míssil(substantivo)"|"O exército lançou um míssil."
"missing"|"My keys are missing again."|"desaparecido/sumido(adjetivo)"|"Minhas chaves sumiram de novo."
"mission"|"The team completed their mission."|"missão(substantivo)"|"A equipe completou sua missão."
"missionary"|"He spent years as a missionary in Africa."|"missionário(substantivo)"|"Ele passou anos como missionário na África."
"mistake"|"Everyone makes mistakes."|"erro(substantivo)"|"Todo mundo comete erros."
"mix"|"Pour the mix into a baking pan."|"mistura(substantivo)"|"Despeje a mistura em uma forma."
"mixed"|"I have mixed feelings about it."|"misturado/dividido(adjetivo)"|"Eu tenho sentimentos divididos sobre isso."
"mixture"|"Add a mixture of salt and pepper."|"mistura(substantivo)"|"Adicione uma mistura de sal e pimenta."
"mm-hmm"|"— Did you understand? — Mm-hmm."|"hm-hm(interjeição de concordância)"|"— Você entendeu? — Hm-hm."
"mobile"|"Do you have a mobile phone?"|"móvel/celular(adjetivo)"|"Você tem um telefone celular?"
"mode"|"Switch the phone to silent mode."|"modo(substantivo)"|"Coloque o celular no modo silencioso."
"model"|"She bought the latest model."|"modelo(substantivo)"|"Ela comprou o modelo mais recente."
"moderate"|"Exercise at a moderate pace."|"moderado(adjetivo)"|"Faça exercício em um ritmo moderado."
"modern"|"They live in a modern apartment."|"moderno(adjetivo)"|"Eles moram em um apartamento moderno."
"modest"|"He's very modest about his achievements."|"modesto/humilde(adjetivo)"|"Ele é muito modesto em relação às suas conquistas."
"molecule"|"Water is made of two hydrogen atoms and one oxygen molecule."|"molécula(substantivo)"|"A água é formada por dois átomos de hidrogênio e uma molécula de oxigênio."
"mom"|"My mom makes the best soup."|"mãe(substantivo)"|"Minha mãe faz a melhor sopa."
"moment"|"Wait just a moment, please."|"momento(substantivo)"|"Espere só um momento, por favor."
"momentum"|"The campaign is gaining momentum."|"impulso/força(substantivo)"|"A campanha está ganhando força."
"money"|"I don't have enough money right now."|"dinheiro(substantivo)"|"Eu não tenho dinheiro suficiente agora."
"monitor"|"The doctor will monitor your progress."|"monitorar/acompanhar(substantivo)"|"O médico vai acompanhar seu progresso."
"monkey"|"The monkey climbed the tree."|"macaco(substantivo)"|"O macaco subiu na árvore."
"monster"|"My little brother is afraid of monsters."|"monstro(substantivo)"|"Meu irmão mais novo tem medo de monstros."
"month"|"We're moving next month."|"mês(substantivo)"|"A gente se muda no mês que vem."
"monthly"|"I pay a monthly fee for the service."|"mensal(adjetivo)"|"Eu pago uma taxa mensal pelo serviço."
"monument"|"They took photos in front of the monument."|"monumento(substantivo)"|"Eles tiraram fotos em frente ao monumento."
"mood"|"I'm not in the mood to talk right now."|"humor/disposição(substantivo)"|"Não estou com humor para conversar agora."
"moon"|"The moon was full last night."|"lua(substantivo)"|"A lua estava cheia ontem à noite."
"moral"|"The story has a strong moral message."|"moral/ético(adjetivo)"|"A história tem uma mensagem moral forte."
"more"|"Could you speak more slowly?"|"mais(advérbio)"|"Você poderia falar mais devagar?"
"more"|"I'd like more coffee, please."|"mais(determinante)"|"Eu gostaria de mais café, por favor."
"moreover"|"The hotel is cheap; moreover, it's close to the beach."|"além disso(advérbio)"|"O hotel é barato; além disso, fica perto da praia."
"morning"|"I have coffee every morning before work."|"manhã(substantivo)"|"Eu tomo café toda manhã antes do trabalho."
"mortality"|"Doctors study mortality rates to improve public health."|"mortalidade(substantivo)"|"Médicos estudam taxas de mortalidade para melhorar a saúde pública."
"mortgage"|"They paid off their mortgage after twenty years."|"hipoteca(substantivo)"|"Eles quitaram a hipoteca depois de vinte anos."
"most"|"She finished the most quickly of all the students."|"mais(advérbio)"|"Ela terminou mais rapidamente de todos os alunos."
"most"|"Most people prefer coffee over tea."|"a maioria(determinante)"|"A maioria das pessoas prefere café a chá."
"mostly"|"The weather here is mostly sunny in the summer."|"principalmente(advérbio)"|"O tempo aqui é principalmente ensolarado no verão."
"mother"|"Her mother taught her how to cook."|"mãe(substantivo)"|"A mãe dela ensinou como cozinhar."
"motion"|"The slow motion replay showed the exact moment of the goal."|"movimento(substantivo)"|"A repetição em câmera lenta mostrou o momento exato do gol."
"motivation"|"He lost his motivation after failing the exam twice."|"motivação(substantivo)"|"Ele perdeu a motivação depois de reprovar na prova duas vezes."
"motive"|"The police couldn't find a clear motive for the crime."|"motivo(substantivo)"|"A polícia não conseguiu encontrar um motivo claro para o crime."
"motor"|"The motor stopped working in the middle of the lake."|"motor(substantivo)"|"O motor parou de funcionar no meio do lago."
"mountain"|"They hiked to the top of the mountain before sunrise."|"montanha(substantivo)"|"Eles fizeram trilha até o topo da montanha antes do nascer do sol."
"mouse"|"The mouse ran behind the refrigerator."|"rato(substantivo)"|"O rato correu para trás da geladeira."
"mouth"|"Don't talk with your mouth full."|"boca(substantivo)"|"Não fale de boca cheia."
"move"|"That was a smart move in the negotiation."|"jogada(substantivo)"|"Foi uma jogada inteligente na negociação."
"movement"|"The civil rights movement changed American history."|"movimento(substantivo)"|"O movimento pelos direitos civis mudou a história americana."
"movie"|"We watched a really good movie last night."|"filme(substantivo)"|"Assistimos a um filme muito bom ontem à noite."
"Mr."|"Mr. Davis called while you were out."|"Sr.(substantivo)"|"O Sr. Davis ligou enquanto você estava fora."
"Mrs."|"Mrs. Johnson brought cookies to the office."|"Sra.(substantivo)"|"A Sra. Johnson trouxe biscoitos para o escritório."
