"Riot"|"A riot broke out after the game ended."|"Tumulto/distúrbio <i>(substantivo)</i>"|"Um tumulto explodiu depois que o jogo terminou."|"[sound:3022_riot.mp3]"|"<img src='3022_riot.jpg'>"
"Shark"|"A shark was spotted near the beach."|"Tubarão <i>(substantivo)</i>"|"Um tubarão foi avistado perto da praia."|"[sound:3178_shark.mp3]"|"<img src='3178_shark.jpg'>"
"Feather"|"A single feather floated down from the sky."|"Pena <i>(substantivo)</i>"|"Uma única pena desceu flutuando do céu."|"[sound:1334_feather.mp3]"|"<img src='1334_feather.jpg'>"
"Creature"|"A small creature was hiding under the porch."|"Criatura/bicho <i>(substantivo)</i>"|"Uma pequena criatura estava escondida embaixo da varanda."|"[sound:836_creature.mp3]"|"<img src='836_creature.jpg'>"
"To Emerge"|"A solution finally emerged after hours of discussion."|"Surgir <i>(verbo)</i>"|"Uma solução finalmente surgiu depois de horas de discussão."|"[sound:3954_to_emerge.mp3]"|"<img src='3954_to_emerge.jpg'>"
"Symptom"|"A sore throat is a common symptom of a cold."|"Sintoma <i>(substantivo)</i>"|"Garganta inflamada é um sintoma comum de resfriado."|"[sound:3509_symptom.mp3]"|"<img src='3509_symptom.jpg'>"
"Incident"|"A strange incident happened at school today."|"Incidente <i>(substantivo)</i>"|"Um incidente estranho aconteceu na escola hoje."|"[sound:1766_incident.mp3]"|"<img src='1766_incident.jpg'>"
"To Approach"|"A stranger approached me on the street."|"Se aproximar <i>(verbo)</i>"|"Um estranho se aproximou de mim na rua."|"[sound:3687_to_approach.mp3]"|"<img src='3687_to_approach.jpg'>"
"Man"|"A tall man was standing at the door."|"Homem <i>(substantivo)</i>"|"Um homem alto estava parado na porta."|"[sound:2112_man.mp3]"|"<img src='2112_man.jpg'>"
"Tear"|"A tear ran down her cheek during the movie."|"Lágrima <i>(substantivo)</i>"|"Uma lágrima escorreu pela bochecha dela durante o filme."|"[sound:3535_tear.mp3]"|"<img src='3535_tear.jpg'>"
"Troop"|"A troop of soldiers marched through the street."|"Tropa <i>(substantivo)</i>"|"Uma tropa de soldados marchou pela rua."|"[sound:4714_troop.mp3]"|"<img src='4714_troop.jpg'>"
"To Block"|"A truck was blocking the road."|"Bloquear/obstruir <i>(verbo)</i>"|"Um caminhão estava bloqueando a estrada."|"[sound:3741_to_block.mp3]"|"<img src='3741_to_block.jpg'>"
"Required"|"A valid ID is required to enter."|"Obrigatório/exigido <i>(adjetivo)</i>"|"Um documento válido é obrigatório para entrar."|"[sound:2968_required.mp3]"|"<img src='2968_required.jpg'>"
"Visitor"|"A visitor knocked on the door early in the morning."|"Visitante <i>(substantivo)</i>"|"Um visitante bateu na porta de manhã cedo."|"[sound:4839_visitor.mp3]"|"<img src='4839_visitor.jpg'>"
"Butterfly"|"A yellow butterfly landed on her hand."|"Borboleta <i>(substantivo)</i>"|"Uma borboleta amarela pousou na mão dela."|"[sound:470_butterfly.mp3]"|"<img src='470_butterfly.jpg'>"
"Couple"|"A young couple moved in next door."|"Casal <i>(substantivo)</i>"|"Um casal jovem se mudou para ao lado."|"[sound:818_couple.mp3]"|"<img src='818_couple.jpg'>"
"Abortion"|"Abortion is a controversial topic in many countries."|"Aborto <i>(substantivo)</i>"|"Aborto é um tema controverso em muitos países."|"[sound:004_abortion.mp3]"|"<img src='004_abortion.jpg'>"
"Poll"|"According to the latest poll, most people agree."|"Pesquisa de opinião <i>(substantivo)</i>"|"De acordo com a última pesquisa, a maioria concorda."|"[sound:2679_poll.mp3]"|"<img src='2679_poll.jpg'>"
"According"|"According to the report, sales are up."|"De acordo com <i>(preposição)</i>"|"De acordo com o relatório, as vendas aumentaram."|"[sound:023_according.mp3]"|"<img src='023_according.jpg'>"
"Oil"|"Add a little oil to the pan before cooking."|"Óleo <i>(substantivo)</i>"|"Adicione um pouco de óleo na frigideira antes de cozinhar."|"[sound:2418_oil.mp3]"|"<img src='2418_oil.jpg'>"
"Mixture"|"Add a mixture of salt and pepper."|"Mistura <i>(substantivo)</i>"|"Adicione uma mistura de sal e pimenta."|"[sound:2226_mixture.mp3]"|"<img src='2226_mixture.jpg'>"
"Tomato"|"Add a sliced tomato to the salad."|"Tomate <i>(substantivo)</i>"|"Acrescenta um tomate fatiado na salada."|"[sound:4642_tomato.mp3]"|"<img src='4642_tomato.jpg'>"
"Layer"|"Add another layer of cheese on top."|"Camada <i>(substantivo)</i>"|"Adicione mais uma camada de queijo por cima."|"[sound:1978_layer.mp3]"|"<img src='1978_layer.jpg'>"
"To Soften"|"Add butter to soften the dough."|"Amolecer <i>(verbo)</i>"|"Adicione manteiga para amolecer a massa."|"[sound:4463_to_soften.mp3]"|"<img src='4463_to_soften.jpg'>"
"Teaspoon"|"Add half a teaspoon of salt to the dough."|"Colher de chá <i>(substantivo)</i>"|"Adicione meia colher de chá de sal à massa."|"[sound:3536_teaspoon.mp3]"|"<img src='3536_teaspoon.jpg'>"
"Tablespoon"|"Add one tablespoon of sugar to the mixture."|"Colher de sopa <i>(substantivo)</i>"|"Adicione uma colher de sopa de açúcar à mistura."|"[sound:3514_tablespoon.mp3]"|"<img src='3514_tablespoon.jpg'>"
"Pepper"|"Add some pepper to taste."|"Pimenta <i>(substantivo)</i>"|"Adicione um pouco de pimenta a gosto."|"[sound:2584_pepper.mp3]"|"<img src='2584_pepper.jpg'>"
"Flour"|"Add two cups of flour to the bowl."|"Farinha <i>(substantivo)</i>"|"Adicione duas xícaras de farinha à tigela."|"[sound:1401_flour.mp3]"|"<img src='1401_flour.jpg'>"
"Admission"|"Admission to the museum is free on Sundays."|"Entrada <i>(substantivo)</i>"|"A entrada no museu é gratuita aos domingos."|"[sound:056_admission.mp3]"|"<img src='056_admission.jpg'>"
"Weakness"|"Admitting your weakness takes courage."|"Fraqueza <i>(substantivo)</i>"|"Admitir sua fraqueza exige coragem."|"[sound:4874_weakness.mp3]"|"<img src='4874_weakness.jpg'>"
"Continent"|"Africa is the second largest continent in the world."|"Continente <i>(substantivo)</i>"|"A África é o segundo maior continente do mundo."|"[sound:761_continent.mp3]"|"<img src='761_continent.jpg'>"
"Observation"|"After careful observation, she found the problem."|"Observação <i>(substantivo)</i>"|"Após uma observação cuidadosa, ela encontrou o problema."|"[sound:2391_observation.mp3]"|"<img src='2391_observation.jpg'>"
"Stretch"|"After the run, do a good stretch."|"Alongamento <i>(substantivo)</i>"|"Depois da corrida, faça um bom alongamento."|"[sound:3418_stretch.mp3]"|"<img src='3418_stretch.jpg'>"
"Debris"|"After the storm, the street was covered in debris."|"Destroços <i>(substantivo)</i>"|"Depois da tempestade, a rua estava coberta de destroços."|"[sound:905_debris.mp3]"|"<img src='905_debris.jpg'>"
"Fatigue"|"After the third shift, the fatigue was unbearable."|"Fadiga <i>(substantivo)</i>"|"Depois do terceiro turno, a fadiga era insuportável."|"[sound:1326_fatigue.mp3]"|"<img src='1326_fatigue.jpg'>"
"Agriculture"|"Agriculture is the backbone of the local economy."|"Agricultura <i>(substantivo)</i>"|"A agricultura é a base da economia local."|"[sound:088_agriculture.mp3]"|"<img src='088_agriculture.jpg'>"
"Ah"|"Ah, now I understand what you meant."|"Ah <i>(interjeição)</i>"|"Ah, agora entendi o que você quis dizer."|"[sound:089_ah.mp3]"|"<img src='089_ah.jpg'>"
"Aids"|"AIDS research has advanced significantly in recent decades."|"Aids <i>(substantivo)</i>"|"A pesquisa sobre AIDS avançou muito nas últimas décadas."|"[sound:094_aids.mp3]"|"<img src='094_aids.jpg'>"
"Pollution"|"Air pollution is a serious problem in big cities."|"Poluição <i>(substantivo)</i>"|"A poluição do ar é um problema sério nas grandes cidades."|"[sound:2680_pollution.mp3]"|"<img src='2680_pollution.jpg'>"
"Database"|"All customer info is stored in the database."|"Banco de dados <i>(substantivo)</i>"|"Todas as informações dos clientes estão no banco de dados."|"[sound:892_database.mp3]"|"<img src='892_database.jpg'>"
"To Comply"|"All employees must comply with the safety rules."|"Cumprir <i>(verbo)</i>"|"Todos os funcionários devem cumprir as regras de segurança."|"[sound:3810_to_comply.mp3]"|"<img src='3810_to_comply.jpg'>"
"Electronic"|"All my bills are now in electronic format."|"Eletrônico <i>(adjetivo)</i>"|"Todas as minhas contas estão agora em formato eletrônico."|"[sound:1135_electronic.mp3]"|"<img src='1135_electronic.jpg'>"
"Personnel"|"All personnel must wear a badge."|"Funcionários <i>(substantivo)</i>"|"Todos os funcionários devem usar crachá."|"[sound:2603_personnel.mp3]"|"<img src='2603_personnel.jpg'>"
"Regulatory"|"All products must meet regulatory standards."|"Regulatório <i>(adjetivo)</i>"|"Todos os produtos devem atender aos padrões regulatórios."|"[sound:2929_regulatory.mp3]"|"<img src='2929_regulatory.jpg'>"
"Peace"|"All she wanted was some peace and quiet."|"Paz <i>(substantivo)</i>"|"Tudo que ela queria era um pouco de paz e sossego."|"[sound:2573_peace.mp3]"|"<img src='2573_peace.jpg'>"
"To Attend"|"All students must attend class on Friday."|"Comparecer/assistir <i>(verbo)</i>"|"Todos os alunos devem comparecer à aula na sexta."|"[sound:3708_to_attend.mp3]"|"<img src='3708_to_attend.jpg'>"
"Uniform"|"All students must wear a uniform."|"Uniforme <i>(substantivo)</i>"|"Todos os alunos devem usar uniforme."|"[sound:4761_uniform.mp3]"|"<img src='4761_uniform.jpg'>"
"All"|"All the kids are in the classroom."|"Todos <i>(determinante)</i>"|"Todas as crianças estão na sala de aula."|"[sound:108_all.mp3]"|"<img src='108_all.jpg'>"
"Present"|"All the students are present today."|"Presente <i>(adjetivo)</i>"|"Todos os alunos estão presentes hoje."|"[sound:2732_present.mp3]"|"<img src='2732_present.jpg'>"
"Although"|"Although it was cold, we went for a walk."|"Embora <i>(conjunção)</i>"|"Embora estivesse frio, fomos dar uma caminhada."|"[sound:126_although.mp3]"|"<img src='126_although.jpg'>"
"Chemical"|"Always read the chemical safety label."|"Químico <i>(adjetivo)</i>"|"Sempre leia o rótulo de segurança química."|"[sound:572_chemical.mp3]"|"<img src='572_chemical.jpg'>"
"Safety"|"Always wear a helmet for your own safety."|"Segurança <i>(substantivo)</i>"|"Sempre use capacete pela sua própria segurança."|"[sound:3072_safety.mp3]"|"<img src='3072_safety.jpg'>"
"Helmet"|"Always wear a helmet when you ride a bike."|"Capacete <i>(substantivo)</i>"|"Sempre use capacete quando andar de bicicleta."|"[sound:1642_helmet.mp3]"|"<img src='1642_helmet.jpg'>"
"Arab"|"An Arab from Jordan joined the exchange program."|"Árabe <i>(substantivo)</i>"|"Um árabe da Jordânia entrou no programa de intercâmbio."|"[sound:188_arab.mp3]"|"<img src='188_arab.jpg'>"
"Observer"|"An independent observer watched the election."|"Observador <i>(substantivo)</i>"|"Um observador independente acompanhou a eleição."|"[sound:2392_observer.mp3]"|"<img src='2392_observer.jpg'>"
"Civilization"|"Ancient Egypt was one of the greatest civilizations in history."|"Civilização <i>(substantivo)</i>"|"O Egito Antigo foi uma das maiores civilizações da história."|"[sound:605_civilization.mp3]"|"<img src='605_civilization.jpg'>"
"Apart"|"Apart from the rain, it was a great trip."|"Fora <i>(preposição)</i>"|"Fora a chuva, foi uma viagem ótima."|"[sound:172_apart.mp3]"|"<img src='172_apart.jpg'>"
"Apparently"|"Apparently, the meeting was canceled."|"Aparentemente <i>(advérbio)</i>"|"Aparentemente, a reunião foi cancelada."|"[sound:176_apparently.mp3]"|"<img src='176_apparently.jpg'>"
"Aware"|"Are you aware of the risks?"|"Ciente/consciente <i>(adjetivo)</i>"|"Você está ciente dos riscos?"|"[sound:262_aware.mp3]"|"<img src='262_aware.jpg'>"
"Tonight"|"Are you doing anything tonight?"|"Hoje à noite <i>(advérbio)</i>"|"Você vai fazer alguma coisa hoje à noite?"|"[sound:4646_tonight.mp3]"|"<img src='4646_tonight.jpg'>"
"Against"|"Are you for or against the new policy?"|"Contra <i>(preposição)</i>"|"Você é a favor ou contra a nova política?"|"[sound:078_against.mp3]"|"<img src='078_against.jpg'>"
"To Imply"|"Are you implying that I made a mistake?"|"Insinuar <i>(verbo)</i>"|"Você está insinuando que eu cometi um erro?"|"[sound:4099_to_imply.mp3]"|"<img src='4099_to_imply.jpg'>"
"Interested"|"Are you interested in joining the project?"|"Interessado <i>(adjetivo)</i>"|"Você está interessado em participar do projeto?"|"[sound:1848_interested.mp3]"|"<img src='1848_interested.jpg'>"
"Sure"|"Are you sure you turned off the stove?"|"Certo/seguro <i>(adjetivo)</i>"|"Você tem certeza que desligou o fogão?"|"[sound:3480_sure.mp3]"|"<img src='3480_sure.jpg'>"
"Teen"|"As a teen, he spent hours playing video games."|"Adolescente <i>(substantivo)</i>"|"Quando adolescente, ele passava horas jogando videogame."|"[sound:3542_teen.mp3]"|"<img src='3542_teen.jpg'>"
"Soon"|"As soon as she arrived, we started eating."|"Assim que <i>(conjunção)</i>"|"Assim que ela chegou, começamos a comer."|"[sound:3309_soon.mp3]"|"<img src='3309_soon.jpg'>"
"Attendance"|"Attendance is required for all classes."|"Presença <i>(substantivo)</i>"|"A presença é obrigatória em todas as aulas."|"[sound:240_attendance.mp3]"|"<img src='240_attendance.jpg'>"
"Common"|"Back pain is a common problem among office workers."|"Comum <i>(adjetivo)</i>"|"Dor nas costas é um problema comum entre quem trabalha em escritório."|"[sound:680_common.mp3]"|"<img src='680_common.jpg'>"
"Adventure"|"Backpacking through South America was the adventure of his life."|"Aventura <i>(substantivo)</i>"|"Mochilão pela América do Sul foi a aventura da vida dele."|"[sound:063_adventure.mp3]"|"<img src='063_adventure.jpg'>"
"Organism"|"Bacteria are single-celled organisms."|"Organismo <i>(substantivo)</i>"|"Bactérias são organismos unicelulares."|"[sound:2466_organism.mp3]"|"<img src='2466_organism.jpg'>"
"Sport"|"Basketball is his favorite sport."|"Esporte <i>(substantivo)</i>"|"Basquete é o esporte favorito dele."|"[sound:3346_sport.mp3]"|"<img src='3346_sport.jpg'>"
"Blade"|"Be careful — that blade is very sharp."|"Lâmina <i>(substantivo)</i>"|"Cuidado — essa lâmina é muito afiada."|"[sound:375_blade.mp3]"|"<img src='375_blade.jpg'>"
"To Bite"|"Be careful — that dog bites."|"Morder <i>(verbo)</i>"|"Cuidado — aquele cachorro morde."|"[sound:3736_to_bite.mp3]"|"<img src='3736_to_bite.jpg'>"
"Sharp"|"Be careful — that knife is very sharp."|"Afiado <i>(adjetivo)</i>"|"Cuidado — essa faca é muito afiada."|"[sound:3179_sharp.mp3]"|"<img src='3179_sharp.jpg'>"
"Delicate"|"Be careful — that vase is very delicate."|"Delicado <i>(adjetivo)</i>"|"Tenha cuidado — esse vaso é muito delicado."|"[sound:928_delicate.mp3]"|"<img src='928_delicate.jpg'>"
"Careful"|"Be careful — the floor is wet."|"Cuidadoso <i>(adjetivo)</i>"|"Cuidado — o chão está molhado."|"[sound:509_careful.mp3]"|"<img src='509_careful.jpg'>"
"Hot"|"Be careful — the pan is still hot."|"Quente <i>(adjetivo)</i>"|"Cuidado — a frigideira ainda está quente."|"[sound:1703_hot.mp3]"|"<img src='1703_hot.jpg'>"
"Fragile"|"Be careful with that box — it's fragile."|"Frágil <i>(adjetivo)</i>"|"Tenha cuidado com essa caixa — ela é frágil."|"[sound:1442_fragile.mp3]"|"<img src='1442_fragile.jpg'>"
"Knife"|"Be careful with that knife."|"Faca <i>(substantivo)</i>"|"Tome cuidado com essa faca."|"[sound:1937_knife.mp3]"|"<img src='1937_knife.jpg'>"
"Honest"|"Be honest with me."|"Honesto / sincero <i>(adjetivo)</i>"|"Seja honesto comigo."|"[sound:1686_honest.mp3]"|"<img src='1686_honest.jpg'>"
"Teenager"|"Being a teenager can be exciting and confusing at the same time."|"Adolescente <i>(substantivo)</i>"|"Ser adolescente pode ser empolgante e confuso ao mesmo tempo."|"[sound:3544_teenager.mp3]"|"<img src='3544_teenager.jpg'>"
"To Bend"|"Bend your knees when you lift something heavy."|"Dobrar/flexionar <i>(verbo)</i>"|"Dobre os joelhos quando for levantar algo pesado."|"[sound:3732_to_bend.mp3]"|"<img src='3732_to_bend.jpg'>"
"Besides"|"Besides math, she also loves science."|"Além de <i>(preposição)</i>"|"Além de matemática, ela também adora ciências."|"[sound:345_besides.mp3]"|"<img src='345_besides.jpg'>"
"To Exploit"|"Big companies sometimes exploit cheap labor."|"Explorar <i>(verbo)</i>"|"Grandes empresas às vezes exploram mão de obra barata."|"[sound:3994_to_exploit.mp3]"|"<img src='3994_to_exploit.jpg'>"
"Biology"|"Biology is my favorite class."|"Biologia <i>(substantivo)</i>"|"Biologia é minha matéria favorita."|"[sound:364_biology.mp3]"|"<img src='364_biology.jpg'>"
"Migration"|"Bird migration happens every fall."|"Migração <i>(substantivo)</i>"|"A migração das aves acontece todo outono."|"[sound:2198_migration.mp3]"|"<img src='2198_migration.jpg'>"
"Hazard"|"Black ice is a serious road hazard."|"Perigo/risco <i>(substantivo)</i>"|"Gelo negro é um perigo sério nas estradas."|"[sound:1623_hazard.mp3]"|"<img src='1623_hazard.jpg'>"
"To Blend"|"Blend the ingredients until smooth."|"Misturar/bater <i>(verbo)</i>"|"Misture os ingredientes até ficar homogêneo."|"[sound:3738_to_blend.mp3]"|"<img src='3738_to_blend.jpg'>"
"To Boil"|"Boil the water before adding the pasta."|"Ferver <i>(verbo)</i>"|"Ferva a água antes de adicionar o macarrão."|"[sound:3744_to_boil.mp3]"|"<img src='3744_to_boil.jpg'>"
"Both"|"Both kids are in school now."|"Ambos/as duas <i>(determinante)</i>"|"As duas crianças já estão na escola."|"[sound:405_both.mp3]"|"<img src='405_both.jpg'>"
"Carbohydrate"|"Bread and pasta are high in carbohydrates."|"Carboidrato <i>(substantivo)</i>"|"Pão e macarrão são ricos em carboidratos."|"[sound:504_carbohydrate.mp3]"|"<img src='504_carbohydrate.jpg'>"
"To Breathe"|"Breathe slowly and relax."|"Respirar <i>(verbo)</i>"|"Respire devagar e relaxe."|"[sound:3752_to_breathe.mp3]"|"<img src='3752_to_breathe.jpg'>"
"Case"|"Bring an umbrella in case it rains."|"Caso <i>(conjunção)</i>"|"Leve um guarda-chuva caso chova."|"[sound:518_case.mp3]"|"<img src='518_case.jpg'>"
"Gesture"|"Bringing flowers was a kind gesture."|"Gesto <i>(substantivo)</i>"|"Trazer flores foi um gesto gentil."|"[sound:1523_gesture.mp3]"|"<img src='1523_gesture.jpg'>"
"Grain"|"Brown rice is a whole grain."|"Grão <i>(substantivo)</i>"|"O arroz integral é um grão inteiro."|"[sound:1555_grain.mp3]"|"<img src='1555_grain.jpg'>"
"Habit"|"Brushing your teeth is a good habit."|"Hábito <i>(substantivo)</i>"|"Escovar os dentes é um bom hábito."|"[sound:1597_habit.mp3]"|"<img src='1597_habit.jpg'>"
"Constraint"|"Budget constraints forced them to cut the project short."|"Restrição <i>(substantivo)</i>"|"As restrições de orçamento os obrigaram a encerrar o projeto antes do prazo."|"[sound:749_constraint.mp3]"|"<img src='749_constraint.jpg'>"
"Labor"|"Building the bridge required months of labor."|"Trabalho braçal/mão de obra <i>(substantivo)</i>"|"Construir a ponte exigiu meses de mão de obra."|"[sound:1943_labor.mp3]"|"<img src='1943_labor.jpg'>"
"Quantity"|"Buy a large quantity and you'll get a discount."|"Quantidade <i>(substantivo)</i>"|"Compre uma grande quantidade e você terá desconto."|"[sound:2837_quantity.mp3]"|"<img src='2837_quantity.jpg'>"
