509,because,We stop <b>because</b> of the rain.,porque,Nós paramos <b>porque</b> da chuva.
220,before,Wash hands <b>before</b> eating.,antes,Lave as mãos <b>antes</b> de comer.
368,before,Look <b>before</b> you cross the street.,antes,Olhe <b>antes</b> que você atravesse a rua.
706,before,Brush your teeth <b>before</b> bed.,antes de,Escove seus dentes <b>antes de</b> dormir.
422,behind,The cat is <b>behind</b> the door.,atrás,O gato está <b>atrás</b> da porta.
2069,behind,He is running <b>behind</b> the others.,atras do,Ele está correndo <b>atrás dos</b> outros.
1457,below,Look <b>below</b> the bed.,"menos, embaixo, abaixo",Olhe <b>embaixo</b> da cama.
1943,below,The fish swims <b>below</b> the boat.,abaixo,O peixe nada <b>abaixo</b> do barco.
3037,besides,I am tired and <b>besides</b> it is late.,além do mais,Eu estou cansado e <b>além do mais</b> é tarde.
4196,besides,He has other toys <b>besides</b> this one.,além do mais,Ele tem outros brinquedos <b>além do mais</b> este.
310,best,He is my <b>best</b> friend.,o melhor,Ele é meu <b>melhor</b> amigo.
970,best,I like this game <b>best</b>.,o melhor,Eu gosto deste jogo <b>o melhor</b>.
453,better,My car is <b>better</b>.,melhor que,Meu carro é <b>melhor que</b> o seu.
496,better,I can sing <b>better</b> now.,melhor que,Eu posso cantar <b>melhor que</b> antes.
747,beyond,The park is <b>beyond</b> the school.,além de,O parque é <b>além de</b> a escola.
4863,beyond,The bird flies <b>beyond</b>.,além,O pássaro voa <b>além</b>.
956,bit,I want a <b>bit</b> of cake.,um pouco,Eu quero <b>um pouco</b> de bolo.
1228,bit,He is a <b>bit</b> sad today.,um pouco,Ele está <b>um pouco</b> triste hoje.
254,black,The dog is <b>black</b>.,"negro, preto",O cachorro é <b>preto</b>.
1993,black,I like the color <b>black</b>.,preto,Eu gosto da cor <b>preta</b>.
845,blue,The sky is <b>blue</b>.,azul,O céu é <b>azul</b>.
3725,blue,My favorite color is <b>blue</b>.,azul,Minha cor favorita é <b>azul</b>.
256,both,<b>Both</b> boys are tall.,ambos,<b>Ambos</b> os meninos são altos.
376,both,I like <b>both</b>.,ambos,Eu gosto de <b>ambos</b>.
1520,bottom,The coin is at the <b>bottom</b>.,fundo,A moeda está no <b>fundo</b>.
2682,bottom,Look at the <b>bottom</b> line.,inferior,Olhe para a linha <b>inferior</b>.
23,but,I like apples <b>but</b> I hate grapes.,mas,Eu gosto de maçãs <b>mas</b> eu odeio uvas.
1715,but,Everyone <b>but</b> you is here.,mas,Todos <b>mas</b> você estão aqui.
30,by,This book is written <b>by</b> me.,por,Este livro é escrito <b>por</b> mim.
1190,by,The bus goes <b>by</b> fast.,por,O ônibus passa <b>por</b> rápido.
37,can,I <b>can</b> play with you.,para criança,Eu <b>posso</b> brincar com você.
2973,can,I have a <b>can</b> of soda.,posso,Eu tenho uma <b>lata</b> de refrigerante.
186,case,This is a special <b>case</b>.,caso,Este é um <b>caso</b> especial.
4475,case,In <b>case</b> you need me.,caso,No <b>caso</b> de você precisar de mim.
1769,Catholic,He goes to a <b>Catholic</b> school.,católico,Ele vai a uma escola <b>católica</b>.
3127,Catholic,He is a <b>Catholic</b>.,católico,Ele é um <b>católico</b>.
926,charge,The battery needs a <b>charge</b>.,carga,A bateria precisa de uma <b>carga</b>.
4375,charge,Please <b>charge</b> my phone.,carregar,Por favor <b>carregue</b> meu telefone.
2640,chemical,Water is a <b>chemical</b>.,químico,A água é um <b>químico</b>.
2752,chemical,This is a <b>chemical</b> test.,químico,Este é um teste <b>químico</b>.
1453,chief,He is the <b>chief</b> doctor.,principal,Ele é o médico <b>principal</b>.
1781,chief,The <b>chief</b> is very smart.,chefe,O <b>chefe</b> é muito inteligente.
1278,Christian,We sing a <b>Christian</b> song.,cristão,Nós cantamos uma música <b>cristã</b>.
3190,Christian,He is a good <b>Christian</b>.,cristão,Ele é um bom <b>cristão</b>.
3246,civilian,He wears <b>civilian</b> clothes.,civil,Ele usa roupas <b>civis</b>.
3716,civilian,The man is a <b>civilian</b>.,civil,O homem é um <b>civil</b>.
882,close,The school is <b>close</b> to my house.,perto,A escola é <b>perto</b> da minha casa.
917,close,Do not stand so <b>close</b>.,perto,Não fique tão <b>perto</b>.
888,cold,The water is very <b>cold</b>.,frio,A água está muito <b>fria</b>.
3518,cold,Do not play in the <b>cold</b>.,frio,Não brinque no <b>frio</b>.
1607,complex,This puzzle is very <b>complex</b>.,complexo,Este quebra-cabeça é muito <b>complexo</b>.
3191,complex,He lives in a big <b>complex</b>.,complexo,Ele mora em um grande <b>complexo</b>.
1851,conservative,My grandpa is very <b>conservative</b>.,conservador,Meu avô é muito <b>conservador</b>.
2770,conservative,He is a <b>conservative</b> man.,conservador,Ele é um homem <b>conservador</b>.
1745,content,The book has good <b>content</b>.,contente,O livro tem um bom <b>conteúdo</b>.
4031,content,I am very <b>content</b> today.,contente,Eu estou muito <b>contente</b> hoje.
419,course,We are on <b>course</b>.,curso,Nós estamos no <b>curso</b>.
618,course,I take an English <b>course</b>.,curso,Eu faço um <b>curso</b> de inglês.
1966,criminal,That is a <b>criminal</b> act.,criminoso,Esse é um ato <b>criminoso</b>.
3368,criminal,The police caught the <b>criminal</b>.,criminoso,A polícia pegou o <b>criminoso</b>.
1492,daily,I read the <b>daily</b> news.,diariamente,Eu leio as notícias <b>diárias</b>.
3528,daily,I wash my face <b>daily</b>.,diário,Eu lavo meu rosto <b>diariamente</b>.
860,dark,The night is very <b>dark</b>.,escuro,A noite é muito <b>escura</b>.
2170,dark,Do not go into the <b>dark</b>.,sombrio,Não vá para o <b>escuro</b>.
978,deep,The ocean is <b>deep</b>.,profundo,O oceano é <b>profundo</b>.
1719,deep,He swims <b>deep</b> down.,profundo,Ele nada <b>profundo</b> abaixo.
118,down,Please look <b>down</b>.,"em baixo, para baixo",Por favor olhe <b>para baixo</b>.
1027,down,We run <b>down</b> the hill.,"abaixo, para baixo",Nós corremos <b>abaixo</b> da colina.
3140,downtown,I work in a <b>downtown</b> office.,centro da cidade,Eu trabalho em um escritório no <b>centro da cidade</b>.
4747,downtown,We go <b>downtown</b> to shop.,centro da cidade,Nós vamos ao <b>centro da cidade</b> para fazer compras.
1812,due,The payment is <b>due</b> today.,vencimento,O pagamento está no <b>vencimento</b> hoje.
2479,due,The train is <b>due</b> soon.,a verncer,O trem está <b>para chegar</b> logo.
192,each,I want <b>each</b> toy.,"cada, toda",Eu quero <b>cada</b> brinquedo.
724,each,Give one to <b>each</b> boy.,cada um,Dê um para <b>cada um</b> dos meninos.
366,early,I wake up <b>early</b>.,cedo,Eu acordo <b>cedo</b>.
512,early,We arrive <b>early</b>.,cedo,Nós chegamos <b>cedo</b>.
550,easy,The test is very <b>easy</b>.,fácil,A prova é muito <b>fácil</b>.
2923,easy,Take it <b>easy</b>.,fácil,Vá com <b>calma</b>.
559,either,You can have <b>either</b> one.,ou…ou,Você pode ter <b>qualquer um</b>.
2036,either,We must pick <b>either</b> red or blue.,ou...ou / qualquer um,Nós devemos escolher <b>ou</b> vermelho <b>ou</b> azul.
1796,English,I have an <b>English</b> class.,inglês,Eu tenho uma aula de <b>inglês</b>.
1917,English,I speak <b>English</b>.,inglês,Eu falo <b>inglês</b>.
375,enough,I ate <b>enough</b>.,bastante,Eu comi <b>o suficiente</b>.
874,enough,We have <b>enough</b> food.,bastante,Nós temos comida <b>bastante</b>.
1269,European,It is a <b>European</b> car.,eurpeu,Ele é um carro <b>europeu</b>.
3736,European,He is a <b>European</b>.,europeu,Ele é um <b>europeu</b>.
107,even,I will play <b>even</b> now.,mesmo,Eu vou brincar <b>mesmo</b> agora.
484,even,It is hot <b>even</b> at night.,mesmo,Está quente <b>mesmo</b> à noite.
3478,evil,The witch is <b>evil</b>.,mal,A bruxa é <b>má</b>.
3892,evil,That is an <b>evil</b> plan.,mal,Esse é um plano <b>mau</b>.
1850,except,Everyone is here <b>except</b> him.,exceto,Todo mundo está aqui <b>exceto</b> ele.
1915,except,I like fruits <b>except</b> lemons.,exceto,Eu gosto de frutas <b>exceto</b> limões.
253,far,The moon is very <b>far</b>.,longe,A lua é muito <b>longe</b>.
977,far,It is a <b>far</b> place.,longe,É um lugar <b>longe</b>.
2189,far,We will go <b>far</b> away.,distante,Nós iremos para <b>distante</b>.
1100,fast,The rabbit runs <b>fast</b>.,rápido,O coelho corre <b>rápido</b>.
2585,fast,He drives a <b>fast</b> car.,veloz,Ele dirige um carro <b>veloz</b>.
1584,fat,The pig has a lot of <b>fat</b>.,gordo,O porco tem muita <b>gordura</b>.
2357,fat,The cat is very <b>fat</b>.,gordo,O gato é muito <b>gordo</b>.
3437,favor,Please do me a <b>favor</b>.,favor,Por favor me faça um <b>favor</b>.
3505,favor,I vote in <b>favor</b>.,favor,Eu voto a <b>favor</b>.
1602,favorite,This is my <b>favorite</b> toy.,favorito,Este é meu brinquedo <b>favorito</b>.
2900,favorite,Blue is my <b>favorite</b>.,favorito,Azul é meu <b>favorito</b>.
2443,fellow,He is a good <b>fellow</b>.,amigo,Ele é um bom <b>amigo</b>.
3002,fellow,Say hello to my <b>fellow</b>.,amigo,Diga olá para meu <b>amigo</b>.
1403,female,The dog is a <b>female</b>.,fêmea,O cachorro é uma <b>fêmea</b>.
2013,female,We have a <b>female</b> cat.,fêmea,Nós temos um gato <b>fêmea</b>.
890,final,This is the <b>final</b> test.,final,Este é o teste <b>final</b>.
3479,final,We are at the <b>final</b> level.,final,Nós estamos no nível <b>final</b>.
905,firm,The bed is very <b>firm</b>.,firme,A cama é muito <b>firme</b>.
3277,firm,My dad works in a big <b>firm</b>.,empresa,Meu pai trabalha em uma grande <b>empresa</b>.
86,first,I am the <b>first</b> in line.,primeiroa,Eu sou a <b>primeira</b> na fila.
2064,first,We arrived <b>first</b>.,primeiro,Nós chegamos <b>primeiro</b>.
13,for,This gift is <b>for</b> you.,"para, por",Este presente é <b>para</b> você.
2339,for,I walk <b>for</b> one hour.,por,Eu ando <b>por</b> uma hora.
1369,French,I like <b>French</b> fries.,francês,Eu gosto de batatas <b>francesas</b>.
3099,French,He speaks <b>French</b>.,Francês,Ele fala <b>Francês</b>.
1091,front,The car is in <b>front</b> of the house.,em frente de,O carro está <b>em frente de</b> a casa.
1240,front,He is at the <b>front</b> line.,"liderando, frente",Ele está na linha de <b>frente</b>.
1519,front,Look at the <b>front</b> door.,frente,Olhe para a porta da <b>frente</b>.
1902,fun,The party is a lot of <b>fun</b>.,diversão,A festa é muita <b>diversão</b>.
2100,fun,Playing games is <b>fun</b>.,diversão,Jogar jogos é <b>diversão</b>.
655,future,The <b>future</b> is bright.,futuro,O <b>futuro</b> é brilhante.
1264,future,I want a good <b>future</b>.,futuro,Eu quero um bom <b>futuro</b>.
806,general,This is a <b>general</b> rule.,geral,Esta é uma regra <b>geral</b>.
2583,general,In <b>general</b> I like apples.,em geral,<b>Em geral</b> eu gosto de maçãs.
2811,general,The <b>general</b> idea is good.,em geral,A ideia <b>em geral</b> é boa.
1837,German,He has a <b>German</b> dog.,alemão,Ele tem um cachorro <b>alemão</b>.
3196,German,The man is a <b>German</b>.,Alemão,O homem é um <b>Alemão</b>.
2562,giant,I saw a <b>giant</b> tree.,gigante,Eu vi uma árvore <b>gigante</b>.
3898,giant,The story is about a <b>giant</b>.,gigante,A história é sobre um <b>gigante</b>.
110,good,You are a <b>good</b> boy.,"bom, boa, bons, boas",Você é um <b>bom</b> menino.
2280,good,That is a <b>good</b> idea.,Boa,Essa é uma <b>Boa</b> ideia.
893,green,The grass is <b>green</b>.,verde,A grama é <b>verde</b>.
2144,green,My shirt is <b>green</b>.,verde,Minha camisa é <b>verde</b>.
548,half,I ate <b>half</b> of the pizza.,metade,Eu comi <b>metade</b> da pizza.
1636,half,Give me a <b>half</b>.,metade,Me dê uma <b>metade</b>.
439,hard,The rock is very <b>hard</b>.,"duro, difícil",A pedra é muito <b>dura</b>.
769,hard,The wind blows <b>hard</b>.,"difícil, forte",O vento sopra <b>forte</b>.
42,her,I see <b>her</b> at school.,ela,Eu vejo <b>ela</b> na escola.
106,her,This book is for <b>her</b>.,ela,Este livro é para <b>ela</b>.
141,high,The mountain is very <b>high</b>.,alto,A montanha é muito <b>alta</b>.
3331,high,The bird flies <b>high</b>.,alto,O pássaro voa <b>alto</b>.
25,his,I like <b>his</b> new car.,dele,Eu gosto do carro novo <b>dele</b>.
1887,his,This toy is <b>his</b>.,"seu, dele",Este brinquedo é <b>dele</b>.
225,home,I want to go <b>home</b>.,"casa, lar",Eu quero ir para <b>casa</b>.
407,home,My <b>home</b> is beautiful.,casa,Minha <b>casa</b> é bonita.
400,human,We have a <b>human</b> body.,humano,Nós temos um corpo <b>humano</b>.
1663,human,He is a good <b>human</b>.,humano,Ele é um bom <b>humano</b>.
2839,ideal,This is the <b>ideal</b> place.,ideal,Este é o lugar <b>ideal</b>.
4510,ideal,It is my <b>ideal</b> pet.,ideal,É o meu animal <b>ideal</b>.
6,in,The cat is <b>in</b> the box.,"em, dentro",O gato está <b>dentro</b> da caixa.
128,in,Come <b>in</b> the room.,"em, dentro",Venha <b>em</b> o quarto.
3038,in,Put it <b>in</b> your bag.,"em, dentro",Coloque isso <b>dentro</b> da sua bolsa.
1441,Indian,He likes <b>Indian</b> food.,indiano,Ele gosta de comida <b>indiana</b>.
2340,Indian,The man is an <b>Indian</b>.,indiano,O homem é um <b>indiano</b>.
763,individual,Each <b>individual</b> is unique.,individual,Cada <b>individual</b> é único.
981,individual,We play an <b>individual</b> game.,individual,Nós jogamos um jogo <b>individual</b>.
967,inside,The dog is <b>inside</b> the house.,dentro,O cachorro está <b>dentro</b> da casa.
1303,inside,Look <b>inside</b> the box.,dentro de,Olhe <b>dentro de</b> a caixa.
3980,inside,The <b>inside</b> is dark.,dentro,O <b>dentro</b> é escuro.
4502,instant,It happened in an <b>instant</b> flash.,instante,Aconteceu em um brilho de <b>instante</b>.
4725,instant,Wait for one <b>instant</b>.,instante,Espere por um <b>instante</b>.
997,instead,I will play <b>instead</b>.,em vez de,Eu vou brincar <b>em vez de</b>.
1069,instead,Have water <b>instead</b> of soda.,em vez de,Tome água <b>em vez de</b> refrigerante.
2880,intellectual,He is an <b>intellectual</b> boy.,intelectual,Ele é um menino <b>intelectual</b>.
4685,intellectual,She is a great <b>intellectual</b>.,intelectual,Ela é uma grande <b>intelectual</b>.
3506,interior,The <b>interior</b> of the car is clean.,interior,O <b>interior</b> do carro é limpo.
3990,interior,He opened the <b>interior</b> door.,interior,Ele abriu a porta <b>interior</b>.
2102,Israeli,We have an <b>Israeli</b> friend.,israelense,Nós temos um amigo <b>israelense</b>.
3915,Israeli,The boy is an <b>Israeli</b>.,israelense,O menino é um <b>israelense</b>.
1731,Japanese,I like <b>Japanese</b> food.,japonês,Eu gosto de comida <b>japonesa</b>.
3889,Japanese,He is a <b>Japanese</b>.,japonês,Ele é um <b>japonês</b>.
66,just,I <b>just</b> want to play.,"só, apenas",Eu <b>apenas</b> quero brincar.
1823,just,This is <b>just</b> a game.,"somente, apenas",Isto é <b>somente</b> um jogo.
1097,key,This is the <b>key</b> part.,chave,Esta é a parte <b>chave</b>.
1472,key,I lost the car <b>key</b>.,chave,Eu perdi a <b>chave</b> do carro.
250,kind,What <b>kind</b> of toy is this?,tipo,Que <b>tipo</b> de brinquedo é este?
1423,kind,You are very <b>kind</b>.,"amigável, amável",Você é muito <b>amigável</b>.
130,last,This is the <b>last</b> piece.,último,Este é o <b>último</b> pedaço.
3636,last,I came in <b>last</b>.,último,Eu cheguei por <b>último</b>.
438,late,We are <b>late</b> for school.,"atrasado, tarde",Nós estamos <b>atrasados</b> para a escola.
1814,late,Do not arrive <b>late</b>.,atrasado,Não chegue <b>atrasado</b>.
296,later,I will see you <b>later</b>.,depois,Eu vou ver você <b>depois</b>.
2191,later,We will take a <b>later</b> bus.,mais tarde,Nós vamos pegar um ônibus <b>mais tarde</b>.
478,less,I want <b>less</b> sugar.,menos,Eu quero <b>menos</b> açúcar.
620,less,We have <b>less</b> time now.,menos,Nós temos <b>menos</b> tempo agora.
339,level,This game has a new <b>level</b>.,nível,Este jogo tem um novo <b>nível</b>.
4801,level,Keep the table <b>level</b>.,nível,Mantenha a mesa no <b>nível</b>.
2009,liberal,He has <b>liberal</b> ideas.,liberal,Ele tem ideias <b>liberais</b>.
4626,liberal,My uncle is a <b>liberal</b>.,liberal,Meu tio é um <b>liberal</b>.
465,light,Please turn on the <b>light</b>.,luz,Por favor ligue a <b>luz</b>.
1310,light,This box is very <b>light</b>.,leve,Esta caixa é muito <b>leve</b>.
4768,light,We play in <b>light</b> of the day.,à luz de,Nós brincamos <b>à luz de</b> o dia.
74,like,He acts <b>like</b> a monkey.,como,Ele age <b>como</b> um macaco.
1123,like,Do it exactly <b>like</b> I do.,como,Faça isso exatamente <b>como</b> eu faço.
1684,like,We share <b>like</b> minds.,como,Nós compartilhamos mentes <b>como</b> a outra.
2702,like,The cloud is <b>like</b> a bird.,como,A nuvem é <b>como</b> um pássaro.
625,likely,It is <b>likely</b> to rain.,provável,É <b>provável</b> chover.
2789,likely,He will <b>likely</b> win the race.,provável,Ele vai <b>provável</b> vencer a corrida.
4403,liquid,Water is a clear <b>liquid</b>.,líquido,A água é um <b>líquido</b> claro.
4805,liquid,This soap is <b>liquid</b>.,líquido,Este sabão é <b>líquido</b>.
257,little,The <b>little</b> cat sleeps.,pequeno,O <b>pequeno</b> gato dorme.
437,little,I am a <b>little</b> tired.,pouco,Eu estou um <b>pouco</b> cansado.
848,little,I have a <b>little</b> dog.,pequeno,Eu tenho um <b>pequeno</b> cachorro.
1336,living,We have a good <b>living</b>.,modo de vida,Nós temos um bom <b>modo de vida</b>.
2078,living,The plant is <b>living</b>.,vivo,A planta está <b>viva</b>.
255,long,The snake is very <b>long</b>.,comprido,A cobra é muito <b>comprida</b>.
262,long,It takes a <b>long</b> time.,tempo,Isso leva muito <b>tempo</b>.
1845,long,The lines are very <b>long</b>.,grandes,As linhas são muito <b>grandes</b>.
3120,loud,The music is very <b>loud</b>.,alto,A música é muito <b>alta</b>.
3867,loud,Do not speak <b>loud</b>.,alto,Não fale <b>alto</b>.
361,low,The ceiling is <b>low</b>.,baixo,O teto é <b>baixo</b>.
4866,low,The bird flies <b>low</b>.,baixo,O pássaro voa <b>baixo</b>.
3440,magic,This is a <b>magic</b> trick.,magia,Este é um truque de <b>magia</b>.
3877,magic,I love <b>magic</b>.,magia,Eu amo <b>magia</b>.
445,major,This is a <b>major</b> problem.,"maior, principal",Este é um problema <b>principal</b>.
4589,major,I want to <b>major</b> in arts.,formar-se,Eu quero me <b>formar</b> em artes.
1539,male,The lion is a <b>male</b> cat.,"macho, masculino",O leão é um gato <b>macho</b>.
1721,male,The dog is a <b>male</b>.,macho,O cachorro é um <b>macho</b>.
2002,mass,The rock has a big <b>mass</b>.,massa,A pedra tem uma grande <b>massa</b>.
2203,mass,It was a <b>mass</b> event.,massa,Foi um evento de <b>massa</b>.
529,matter,Ice is a cold <b>matter</b>.,"matéria, substância",O gelo é uma <b>matéria</b> fria.
3769,matter,What is the <b>matter</b> with you?,matéria,Qual é a <b>matéria</b> com você?
1460,mean,The <b>mean</b> is number five.,a média,<b>A média</b> é o número cinco.
1909,mean,The wolf is <b>mean</b>.,malvado,O lobo é <b>malvado</b>.
3269,medium,I wear a <b>medium</b> shirt.,médio,Eu uso uma camisa tamanho <b>médio</b>.
3649,medium,The dog is <b>medium</b> size.,médio,O cachorro é de tamanho <b>médio</b>.
991,middle,The <b>middle</b> piece is mine.,meio,O pedaço do <b>meio</b> é meu.
1268,middle,I am in the <b>middle</b>.,meio,Eu estou no <b>meio</b>.
475,military,He goes to a <b>military</b> school.,militar,Ele vai a uma escola <b>militar</b>.
3324,military,He works in the <b>military</b>.,militares,Ele trabalha nos <b>militares</b>.
2257,mine,This toy is <b>mine</b>.,meu,Este brinquedo é <b>meu</b>.
2573,mine,The gold is in the <b>mine</b>.,minha,O ouro está na <b>mina</b>.
3668,minimum,This is the <b>minimum</b> price.,mínimo,Este é o preço <b>mínimo</b>.
4430,minimum,Keep the noise to a <b>minimum</b>.,mínimo,Mantenha o barulho no <b>mínimo</b>.
81,more,I want to play <b>more</b>.,mais,Eu quero brincar <b>mais</b>.
91,more,I need <b>more</b> water.,mais,Eu preciso de <b>mais</b> água.
144,most,I like this game the <b>most</b>.,a maioria de,Eu gosto deste jogo <b>a maioria de</b> vezes.
187,most,<b>Most</b> kids like candy.,a maioria de,<b>A maioria das</b> crianças gosta de doces.
146,much,I have too <b>much</b> homework.,muitoa,Eu tenho <b>muita</b> tarefa.
298,much,I love you very <b>much</b>.,muito,Eu amo você <b>muito</b>.
2615,Muslim,He is a <b>Muslim</b> boy.,muçulmano,Ele é um menino <b>muçulmano</b>.
3546,Muslim,He is a good <b>Muslim</b>.,muçulmano,Ele é um bom <b>muçulmano</b>.
707,near,The cat is <b>near</b> the door.,perto,O gato está <b>perto</b> da porta.
4175,near,The winter is <b>near</b>.,aproximar,O inverno está se <b>aproximando</b>.
4317,near,Please come <b>near</b> me.,aproximar,Por favor venha se <b>aproximar</b> de mim.
2445,nearby,We went to a <b>nearby</b> park.,próximo,Nós fomos a um parque <b>próximo</b>.
3757,nearby,My friend lives <b>nearby</b>.,próximo,Meu amigo mora <b>próximo</b>.
1804,neither,I do not like it <b>neither</b>.,nem,Eu não gosto disso <b>nem</b> um pouco.
2940,neither,<b>Neither</b> boy is here.,"nem, nenhum",<b>Nenhum</b> menino está aqui.
2906,net,I search on the <b>net</b>.,internet,Eu pesquiso na <b>internet</b>.
3492,net,We have a fast <b>net</b> connection.,internet,Nós temos uma conexão rápida de <b>internet</b>.
218,next,You are the <b>next</b> in line.,próximo,Você é o <b>próximo</b> na fila.
1518,next,The dog is <b>next</b> to me.,próximo,O cachorro está <b>próximo</b> a mim.
93,no,I have <b>no</b> apples.,nenhuma,Eu não tenho <b>nenhuma</b> maçã.
699,no,He has <b>no</b> toys.,nenhum,Ele não tem <b>nenhum</b> brinquedo.
916,no,Please say <b>no</b>.,não,Por favor diga <b>não</b>.
1111,no,I want <b>no</b> cake.,nenhum,Eu não quero <b>nenhum</b> bolo.
4555,no,There is <b>no</b> water.,não,<b>Não</b> há água.
28,not,I am <b>not</b> sad.,não,Eu <b>não</b> estou triste.
2929,not,He is <b>not</b> here.,não,Ele <b>não</b> está aqui.
72,now,We can play <b>now</b>.,agora,Nós podemos brincar <b>agora</b>.
1906,now,<b>Now</b> we must rest.,agora,<b>Agora</b> nós devemos descansar.
205,off,The hat fell <b>off</b>.,fora,O chapéu caiu <b>fora</b>.
388,off,Get <b>off</b> the bed.,"fora, fora de",Saia <b>fora de</b> a cama.
527,official,He is a game <b>official</b>.,oficial,Ele é um <b>oficial</b> do jogo.
1846,official,This is an <b>official</b> rule.,oficial,Esta é uma regra <b>oficial</b>.
833,ok,The test was <b>ok</b>.,ok,A prova foi <b>ok</b>.
3046,OK,The game is <b>OK</b>.,ok,O jogo é <b>ok</b>.
1651,okay,I feel <b>okay</b> today.,ok,Eu me sinto <b>ok</b> hoje.
3379,okay,That is <b>okay</b>.,ok,Isso é <b>ok</b>.
17,on,The book is <b>on</b> the table.,"em, em cima",O livro está <b>em cima</b> da mesa.
155,on,He put his coat <b>on</b>.,sobre,Ele colocou seu casaco <b>sobre</b>.
301,once,I played this <b>once</b>.,uma vez,Eu joguei isso <b>uma vez</b>.
1191,once,<b>Once</b> you win you smile.,uma vez,<b>Uma vez</b> que você vence você sorri.
51,one,I have <b>one</b> dog.,"um, uma",Eu tenho <b>um</b> cachorro.
104,one,<b>One</b> must study a lot.,se,<b>Se</b> deve estudar muito.
839,one,He is the best <b>one</b>.,"um, uma",Ele é o melhor <b>um</b>.
